user_id,merchant,amount,timestamp,hour,day_of_week,is_weekend
95,Swiggy,736.91,1705505400,21,2,0
168,Swiggy,494.52,1707190200,9,1,0
170,Swiggy,249.28,1709836200,0,4,0
70,Amazon,1780.85,1705246200,21,6,1
163,Myntra,1376.09,1707215400,16,1,0
71,Flipkart,7184.04,1706952600,15,5,1
68,Zomato,832.99,1704479400,0,5,1
177,Swiggy,567.55,1705843800,19,6,1
38,Zomato,757.88,1705746600,16,5,1
92,Flipkart,7076.79,1708831800,9,6,1
144,Swiggy,389.02,1706358600,18,5,1
46,Myntra,4660.99,1708619400,22,3,0
106,Myntra,1957.72,1708551000,3,3,0
10,Swiggy,328.98,1711459800,19,1,0
79,Swiggy,425.94,1709267400,10,4,0
198,Myntra,2229.55,1706589000,10,1,0
138,Flipkart,4191.91,1707114600,12,0,0
68,Amazon,7833.6,1707751800,21,0,0
81,Flipkart,4568.17,1704418200,7,4,0
182,Swiggy,477.28,1708860600,17,6,1
185,Zomato,695.32,1708799400,0,6,1
170,Flipkart,5769.96,1711427400,10,1,0
105,Flipkart,2029.56,1705408200,18,1,0
174,Flipkart,1202.81,1707640200,14,6,1
1,Flipkart,3480.15,1706005800,16,1,0
114,Flipkart,3574.39,1707370200,11,3,0
189,Flipkart,5390.54,1711513800,10,2,0
193,Amazon,5462.69,1705923000,17,0,0
7,Amazon,1978.39,1706700600,17,2,0
162,Myntra,5641.83,1704519000,11,5,1
63,Myntra,2696.98,1710387000,9,3,0
109,Amazon,6135.21,1705663800,17,4,0
13,Zomato,514.92,1706499000,9,0,0
144,Swiggy,470.26,1710217800,10,1,0
185,Zomato,547.78,1710660600,13,6,1
116,Zomato,538.16,1709623800,13,1,0
200,Zomato,538.2,1706967000,19,5,1
86,Amazon,3790.74,1709800200,14,3,0
99,Amazon,2042.54,1707579000,21,5,1
16,Amazon,3584.26,1711683000,9,4,0
179,Myntra,5163.09,1706365800,20,5,1
193,Myntra,2196.27,1704288600,19,2,0
192,Zomato,465.99,1708349400,19,0,0
100,Zomato,655.07,1710077400,19,6,1
120,Myntra,3788.29,1707823800,17,1,0
22,Flipkart,5407.7,1705509000,22,2,0
67,Zomato,319.66,1711182600,14,5,1
108,Myntra,2541.12,1708241400,13,6,1
14,Flipkart,4541.73,1706880600,19,4,0
64,Amazon,7691.79,1707885000,10,2,0
122,Myntra,1500.45,1706275800,19,4,0
156,Zomato,496.9,1711420200,8,1,0
42,Myntra,4025.78,1710779400,22,0,0
102,Amazon,2784.15,1707442200,7,4,0
27,Myntra,3172.24,1706229000,6,4,0
11,Zomato,878.45,1711805400,19,5,1
166,Myntra,816.21,1707903000,15,2,0
118,Flipkart,3050.81,1707766200,1,1,0
70,Swiggy,1029.55,1705739400,14,5,1
69,Flipkart,2981.46,1710855000,19,1,0
116,Zomato,297.71,1707661800,20,6,1
84,Flipkart,4078.51,1706790600,18,3,0
72,Flipkart,1822.6,1706085000,14,2,0
185,Flipkart,455.56,1710678600,18,6,1
166,Myntra,3570.02,1708590600,14,3,0
170,Amazon,3452.71,1709454600,14,6,1
191,Flipkart,2280.52,1710484200,12,4,0
50,Myntra,1646.0,1710138600,12,0,0
48,Swiggy,860.83,1707535800,9,5,1
73,Flipkart,4490.45,1706157000,10,3,0
78,Flipkart,3036.03,1705156200,20,5,1
33,Amazon,880.52,1704195000,17,1,0
147,Flipkart,5288.46,1711117800,20,4,0
123,Flipkart,1463.71,1707208200,14,1,0
162,Flipkart,760.01,1705325400,19,0,0
31,Amazon,4668.3,1711582200,5,3,0
58,Myntra,4188.08,1710246600,18,1,0
146,Zomato,328.07,1709793000,12,3,0
196,Zomato,196.49,1710894600,6,2,0
41,Flipkart,968.06,1706355000,17,5,1
9,Myntra,2624.83,1704094200,13,0,0
68,Amazon,6979.92,1706592600,11,1,0
30,Swiggy,294.35,1711017000,16,3,0
79,Amazon,3214.19,1710048600,11,6,1
32,Swiggy,441.88,1710682200,19,6,1
21,Myntra,4677.97,1709206200,17,3,0
65,Myntra,2420.21,1710631800,5,6,1
196,Zomato,667.7,1704331800,7,3,0
45,Flipkart,4593.87,1711546200,19,2,0
126,Flipkart,1938.98,1709281800,14,4,0
27,Flipkart,2129.0,1705048200,14,4,0
141,Swiggy,514.13,1705822200,13,6,1
198,Flipkart,2111.72,1704439800,13,4,0
14,Swiggy,188.7,1708522200,19,2,0
114,Myntra,2652.34,1706171400,14,3,0
32,Swiggy,906.18,1704605400,11,6,1
41,Myntra,1530.11,1704385800,22,3,0
119,Flipkart,941.64,1707471000,15,4,0
75,Amazon,7489.53,1705404600,17,1,0
38,Flipkart,2995.85,1709724600,17,2,0
35,Flipkart,4563.46,1708313400,9,0,0
1,Myntra,2363.26,1704778200,11,1,0
169,Swiggy,503.05,1707222600,18,1,0
97,Myntra,3353.74,1709476200,20,6,1
62,Swiggy,861.2,1709134200,21,2,0
98,Swiggy,393.49,1710397800,12,3,0
39,Myntra,3450.77,1708363800,23,0,0
113,Amazon,7728.82,1709569800,22,0,0
105,Myntra,4849.12,1705138200,15,5,1
102,Amazon,8252.37,1711297800,22,6,1
137,Flipkart,5446.77,1711243800,7,6,1
159,Swiggy,880.98,1708273800,22,6,1
59,Myntra,1726.66,1704774600,10,1,0
178,Amazon,5290.81,1705044600,13,4,0
76,Amazon,6432.21,1707402600,20,3,0
44,Amazon,4402.57,1707978600,12,3,0
62,Swiggy,517.12,1705973400,7,1,0
3,Amazon,3957.66,1709562600,20,0,0
114,Myntra,1165.07,1709217000,20,3,0
78,Amazon,7694.99,1707931800,23,2,0
98,Swiggy,167.92,1706290200,23,4,0
102,Amazon,5837.83,1710397800,12,3,0
13,Swiggy,668.84,1707075000,1,0,0
91,Swiggy,742.73,1710765000,18,0,0
185,Myntra,3482.03,1706524200,16,0,0
113,Amazon,1218.86,1711366200,17,0,0
76,Myntra,804.43,1704447000,15,4,0
136,Amazon,1765.87,1707658200,19,6,1
124,Swiggy,284.34,1709649000,20,1,0
58,Flipkart,983.27,1707309000,18,2,0
143,Zomato,869.09,1711542600,18,2,0
192,Flipkart,1841.61,1708047000,7,4,0
96,Flipkart,3973.33,1711517400,11,2,0
157,Myntra,4251.44,1705235400,18,6,1
180,Myntra,2520.05,1706527800,17,0,0
30,Amazon,1001.47,1707391800,17,3,0
95,Swiggy,552.67,1705123800,11,5,1
107,Myntra,2816.19,1711467000,21,1,0
72,Myntra,2894.86,1711247400,8,6,1
176,Amazon,3839.36,1704454200,17,4,0
102,Zomato,582.37,1708165800,16,5,1
165,Amazon,6789.49,1707103800,9,0,0
63,Amazon,6421.65,1711103400,16,4,0
60,Amazon,6661.01,1705494600,18,2,0
71,Myntra,3119.33,1707741000,18,0,0
34,Flipkart,4928.87,1705685400,23,4,0
5,Myntra,3172.64,1704177000,12,1,0
115,Amazon,3670.89,1705987800,11,1,0
158,Amazon,4290.66,1708072200,14,4,0
8,Zomato,809.43,1704544200,18,5,1
28,Swiggy,495.13,1704735000,23,0,0
33,Myntra,5881.19,1709469000,18,6,1
98,Flipkart,4384.74,1707129000,16,0,0
168,Myntra,4187.83,1710667800,15,6,1
111,Swiggy,969.71,1711290600,20,6,1
81,Flipkart,4951.25,1709044200,20,1,0
176,Flipkart,7502.78,1708756200,12,5,1
34,Swiggy,277.91,1709253000,6,4,0
172,Zomato,617.97,1710203400,6,1,0
14,Swiggy,663.27,1705390200,13,1,0
55,Flipkart,3645.92,1707215400,16,1,0
196,Flipkart,1192.14,1705750200,17,5,1
197,Swiggy,659.83,1707125400,15,0,0
69,Myntra,605.63,1710930600,16,2,0
87,Myntra,1780.8,1704339000,9,3,0
163,Swiggy,495.65,1707849000,0,2,0
117,Flipkart,2460.46,1704331800,7,3,0
14,Flipkart,2211.81,1707795000,9,1,0
70,Swiggy,735.38,1705725000,10,5,1
30,Flipkart,2807.49,1708947000,17,0,0
125,Amazon,5671.62,1707895800,13,2,0
78,Amazon,3459.44,1709897400,17,4,0
31,Zomato,462.92,1706448600,19,6,1
144,Flipkart,1000.96,1704097800,14,0,0
11,Amazon,6955.88,1711459800,19,1,0
182,Zomato,975.48,1708806600,2,6,1
84,Amazon,626.51,1711092600,13,4,0
28,Myntra,4246.13,1705930200,19,0,0
80,Flipkart,737.92,1706772600,13,3,0
50,Myntra,710.17,1707798600,10,1,0
38,Zomato,588.41,1707892200,12,2,0
20,Amazon,1849.59,1706664600,7,2,0
145,Myntra,2603.32,1706023800,21,1,0
161,Zomato,527.19,1710487800,13,4,0
78,Amazon,4881.06,1707535800,9,5,1
95,Flipkart,709.44,1707129000,16,0,0
158,Swiggy,709.24,1707179400,6,1,0
116,Myntra,3844.6,1710667800,15,6,1
39,Flipkart,2908.39,1710415800,17,3,0
166,Swiggy,715.16,1704699000,13,0,0
135,Myntra,4956.22,1705962600,4,1,0
174,Flipkart,5466.65,1709807400,16,3,0
85,Swiggy,523.88,1710635400,6,6,1
155,Myntra,2073.94,1705141800,16,5,1
90,Swiggy,197.9,1705735800,13,5,1
80,Myntra,2105.5,1707496200,22,4,0
172,Myntra,4074.35,1710225000,12,1,0
109,Swiggy,698.39,1711809000,20,5,1
55,Flipkart,1315.6,1709706600,12,2,0
26,Flipkart,1604.31,1707838200,21,1,0
10,Swiggy,739.63,1709641800,18,1,0
178,Myntra,981.57,1711348200,12,0,0
106,Amazon,3803.36,1710941400,19,2,0
115,Amazon,3813.4,1708083000,17,4,0
121,Flipkart,4990.25,1706607000,15,1,0
98,Zomato,848.82,1706164200,12,3,0
155,Zomato,772.37,1709627400,14,1,0
183,Amazon,4023.92,1705588200,20,3,0
70,Amazon,6307.82,1709818200,19,3,0
116,Amazon,3814.48,1709044200,20,1,0
96,Flipkart,2548.08,1707924600,21,2,0
183,Amazon,2174.49,1706686200,13,2,0
121,Amazon,996.12,1711265400,13,6,1
5,Zomato,563.04,1711809000,20,5,1
156,Amazon,7479.63,1706848200,10,4,0
164,Myntra,1519.76,1709883000,13,4,0
153,Amazon,7314.17,1710919800,13,2,0
158,Swiggy,420.9,1709929800,2,5,1
22,Flipkart,4128.47,1707971400,10,3,0
142,Amazon,4296.43,1709915400,22,4,0
96,Flipkart,3916.45,1704267000,13,2,0
27,Flipkart,689.17,1706877000,18,4,0
140,Flipkart,625.75,1710505800,18,4,0
162,Amazon,6268.37,1707831000,19,1,0
118,Amazon,6338.43,1706103000,19,2,0
132,Amazon,2108.38,1704432600,11,4,0
193,Flipkart,1774.18,1708450200,23,1,0
32,Myntra,5210.54,1711168200,10,5,1
99,Myntra,3093.67,1708158600,14,5,1
22,Flipkart,3189.68,1707841800,22,1,0
140,Swiggy,859.5,1708738200,7,5,1
110,Amazon,5433.28,1707287400,12,2,0
91,Flipkart,605.11,1705923000,17,0,0
164,Amazon,7868.9,1710869400,23,1,0
8,Swiggy,585.27,1708497000,12,2,0
166,Myntra,2441.33,1705671000,19,4,0
40,Zomato,200.43,1708065000,12,4,0
94,Flipkart,2854.55,1711524600,13,2,0
7,Amazon,7716.54,1708407000,11,1,0
115,Flipkart,3498.66,1706085000,14,2,0
126,Flipkart,7217.32,1706463000,23,6,1
23,Swiggy,487.47,1706236200,8,4,0
182,Zomato,618.62,1711643400,22,3,0
180,Amazon,2792.84,1704792600,15,1,0
52,Flipkart,1643.9,1711078200,9,4,0
142,Flipkart,2306.67,1705552200,10,3,0
184,Amazon,2795.06,1705487400,16,2,0
165,Zomato,1114.95,1709371800,15,5,1
200,Myntra,2044.65,1704871800,13,2,0
15,Amazon,7646.78,1710153000,16,0,0
182,Flipkart,1268.36,1705393800,14,1,0
163,Zomato,842.72,1706509800,12,0,0
24,Myntra,3195.08,1710135000,11,0,0
155,Flipkart,3642.94,1709634600,16,1,0
8,Flipkart,5065.43,1707831000,19,1,0
107,Myntra,3003.48,1704929400,5,3,0
75,Flipkart,3805.44,1710930600,16,2,0
19,Myntra,5307.53,1711211400,22,5,1
53,Flipkart,3021.67,1711672200,6,4,0
103,Flipkart,4384.83,1707820200,16,1,0
62,Flipkart,806.45,1705494600,18,2,0
158,Flipkart,1217.53,1709173800,8,3,0
84,Swiggy,291.49,1708662600,10,4,0
79,Amazon,1751.13,1710419400,18,3,0
62,Zomato,527.66,1709497800,2,0,0
173,Amazon,3278.6,1706437800,16,6,1
35,Amazon,1250.91,1709271000,11,4,0
50,Zomato,489.57,1706963400,18,5,1
196,Amazon,4319.93,1708075800,15,4,0
101,Zomato,760.04,1710135000,11,0,0
194,Flipkart,7438.05,1708176600,19,5,1
86,Flipkart,3176.49,1705638600,10,4,0
36,Amazon,7206.11,1709281800,14,4,0
152,Flipkart,3212.06,1707665400,21,6,1
145,Flipkart,3027.87,1707813000,14,1,0
79,Amazon,3024.37,1707381000,14,3,0
168,Flipkart,1846.5,1711708200,16,4,0
159,Myntra,3117.93,1710495000,15,4,0
180,Swiggy,268.96,1708227000,9,6,1
129,Flipkart,2658.21,1705289400,9,0,0
16,Swiggy,645.85,1710858600,20,1,0
45,Flipkart,5941.12,1705566600,14,3,0
198,Flipkart,2326.03,1709130600,20,2,0
143,Myntra,3219.7,1711621800,16,3,0
74,Zomato,408.38,1707366600,10,3,0
185,Myntra,3260.01,1706358600,18,5,1
102,Flipkart,3352.88,1707111000,11,0,0
89,Swiggy,320.25,1707924600,21,2,0
138,Myntra,1461.27,1708947000,17,0,0
63,Swiggy,248.37,1707060600,21,6,1
14,Swiggy,684.45,1704630600,18,6,1
141,Swiggy,267.13,1705134600,14,5,1
123,Zomato,1044.57,1705825800,14,6,1
23,Zomato,431.51,1711258200,11,6,1
10,Swiggy,715.21,1711276200,16,6,1
127,Swiggy,849.69,1705995000,13,1,0
10,Zomato,866.06,1706110200,21,2,0
165,Myntra,4642.86,1704173400,11,1,0
130,Zomato,360.22,1710063000,15,6,1
184,Swiggy,356.39,1709184600,11,3,0
173,Flipkart,1909.87,1706038200,1,2,0
23,Swiggy,761.07,1706153400,9,3,0
83,Amazon,1501.32,1708515000,17,2,0
150,Flipkart,2841.62,1706725800,0,3,0
16,Myntra,3631.2,1710358200,1,3,0
181,Flipkart,2504.7,1711420200,8,1,0
95,Myntra,4725.24,1707478200,17,4,0
96,Zomato,364.68,1710822600,10,1,0
171,Zomato,759.86,1708687800,17,4,0
136,Swiggy,706.6,1706448600,19,6,1
141,Flipkart,592.64,1708043400,6,4,0
175,Flipkart,1270.82,1709613000,10,1,0
115,Myntra,5848.54,1706358600,18,5,1
79,Flipkart,2955.83,1704699000,13,0,0
149,Swiggy,654.54,1704267000,13,2,0
18,Flipkart,780.12,1704843000,5,2,0
197,Flipkart,4678.83,1709245800,4,4,0
97,Swiggy,590.55,1711215000,23,5,1
35,Zomato,1043.61,1708219800,7,6,1
58,Amazon,10309.48,1711290600,20,6,1
185,Zomato,513.5,1704112200,18,0,0
49,Myntra,1834.43,1710059400,14,6,1
5,Myntra,3235.76,1705271400,4,0,0
13,Amazon,688.13,1706675400,10,2,0
56,Flipkart,1590.8,1706790600,18,3,0
148,Zomato,382.3,1704681000,8,0,0
37,Zomato,381.68,1710682200,19,6,1
189,Flipkart,1805.66,1711355400,14,0,0
89,Flipkart,3101.69,1706005800,16,1,0
97,Zomato,470.96,1711197000,18,5,1
77,Flipkart,5155.51,1706099400,18,2,0
35,Zomato,634.32,1705671000,19,4,0
116,Amazon,5337.46,1708317000,10,0,0
155,Swiggy,335.15,1708137000,8,5,1
186,Amazon,8138.95,1704551400,20,5,1
4,Flipkart,5193.53,1711445400,15,1,0
194,Zomato,404.92,1706455800,21,6,1
83,Swiggy,755.79,1709393400,21,5,1
67,Flipkart,2370.15,1707201000,12,1,0
82,Flipkart,917.98,1708072200,14,4,0
57,Myntra,3859.81,1706340600,13,5,1
51,Flipkart,3621.15,1705609800,2,4,0
141,Flipkart,1659.58,1707712200,10,0,0
190,Flipkart,5959.43,1711297800,22,6,1
36,Swiggy,488.6,1709458200,15,6,1
9,Zomato,705.78,1710063000,15,6,1
106,Myntra,3902.43,1704900600,21,2,0
96,Amazon,5863.03,1705584600,19,3,0
124,Myntra,3239.4,1704709800,16,0,0
71,Amazon,4698.55,1711355400,14,0,0
173,Amazon,8573.51,1710005400,23,5,1
50,Zomato,309.3,1708867800,19,6,1
102,Swiggy,339.91,1710923400,14,2,0
176,Flipkart,3556.22,1704954600,12,3,0
24,Swiggy,641.54,1704972600,17,3,0
128,Flipkart,650.47,1708497000,12,2,0
25,Flipkart,7633.15,1708860600,17,6,1
70,Amazon,7236.61,1709908200,20,4,0
140,Swiggy,360.65,1704555000,21,5,1
37,Amazon,6912.11,1710329400,17,2,0
146,Amazon,4733.04,1708443000,21,1,0
177,Flipkart,2482.23,1708342200,17,0,0
112,Zomato,102.05,1704961800,14,3,0
199,Flipkart,4731.59,1706621400,19,1,0
126,Flipkart,7730.77,1707600600,3,6,1
22,Zomato,442.46,1706596200,12,1,0
69,Amazon,984.84,1710912600,11,2,0
24,Zomato,296.36,1705735800,13,5,1
27,Flipkart,4669.9,1704123000,21,0,0
23,Flipkart,3451.53,1705455000,7,2,0
99,Flipkart,4769.48,1707989400,15,3,0
63,Flipkart,871.05,1704173400,11,1,0
69,Myntra,1116.54,1710405000,14,3,0
20,Amazon,1747.21,1707370200,11,3,0
153,Amazon,5229.4,1708057800,10,4,0
159,Amazon,2827.56,1710819000,9,1,0
167,Flipkart,2836.24,1708263000,19,6,1
102,Flipkart,7420.96,1710646200,9,6,1
148,Swiggy,643.64,1707546600,12,5,1
52,Amazon,6317.31,1706769000,12,3,0
7,Amazon,8209.63,1710610200,23,5,1
105,Amazon,6491.89,1709220600,21,3,0
169,Myntra,1496.79,1711528200,14,2,0
103,Zomato,310.25,1705753800,18,5,1
140,Zomato,861.45,1709976600,15,5,1
22,Flipkart,5334.97,1704457800,18,4,0
166,Swiggy,468.93,1705239000,19,6,1
111,Zomato,590.6,1710804600,5,1,0
133,Flipkart,4208.72,1705174200,1,6,1
151,Flipkart,2774.27,1710235800,15,1,0
27,Flipkart,494.37,1711701000,14,4,0
80,Zomato,262.79,1707291000,13,2,0
122,Amazon,4111.88,1707809400,13,1,0
30,Swiggy,425.95,1705134600,14,5,1
43,Myntra,3601.48,1704288600,19,2,0
104,Flipkart,2136.82,1706776200,14,3,0
8,Myntra,2412.67,1710991800,9,3,0
72,Flipkart,2783.21,1710858600,20,1,0
94,Myntra,2870.66,1704792600,15,1,0
81,Amazon,7043.17,1707625800,10,6,1
91,Myntra,1176.26,1710664200,14,6,1
22,Swiggy,588.61,1709116200,16,2,0
47,Amazon,2856.34,1711506600,8,2,0
48,Swiggy,571.55,1708173000,18,5,1
45,Swiggy,772.4,1709465400,17,6,1
92,Amazon,1941.21,1710214200,9,1,0
144,Amazon,3321.37,1704184200,14,1,0
43,Flipkart,3089.42,1709638200,17,1,0
9,Myntra,1361.97,1704965400,15,3,0
127,Amazon,6276.72,1707107400,10,0,0
140,Flipkart,1792.47,1710145800,14,0,0
109,Myntra,3863.26,1708075800,15,4,0
9,Swiggy,405.53,1705239000,19,6,1
61,Swiggy,223.1,1709011800,11,1,0
182,Swiggy,462.83,1706365800,20,5,1
16,Amazon,1553.43,1710844200,16,1,0
83,Amazon,4573.55,1710311400,12,2,0
25,Amazon,7010.22,1707283800,11,2,0
71,Myntra,4619.47,1705595400,22,3,0
195,Zomato,404.63,1711251000,9,6,1
161,Amazon,5151.87,1711524600,13,2,0
192,Amazon,6465.5,1708669800,12,4,0
125,Swiggy,395.13,1707132600,17,0,0
163,Zomato,1130.24,1707647400,16,6,1
102,Swiggy,741.1,1711452600,17,1,0
141,Zomato,651.72,1706459400,22,6,1
175,Swiggy,699.03,1710383400,8,3,0
41,Swiggy,1014.09,1704587400,6,6,1
177,Zomato,482.61,1708932600,13,0,0
93,Flipkart,5300.02,1705501800,20,2,0
14,Myntra,3369.5,1706837400,7,4,0
25,Myntra,3854.33,1708425000,16,1,0
133,Amazon,4962.01,1704083400,10,0,0
178,Amazon,3148.88,1711611000,13,3,0
27,Amazon,1238.16,1705480200,14,2,0
35,Zomato,328.04,1705217400,13,6,1
3,Amazon,5716.25,1711215000,23,5,1
106,Flipkart,4398.0,1710847800,17,1,0
26,Swiggy,185.7,1710847800,17,1,0
36,Flipkart,2531.28,1705581000,18,3,0
154,Amazon,4640.53,1706765400,11,3,0
53,Zomato,228.62,1710739800,11,0,0
166,Amazon,3354.41,1709807400,16,3,0
164,Zomato,388.96,1704634200,19,6,1
93,Zomato,216.36,1710639000,7,6,1
196,Zomato,692.44,1707535800,9,5,1
18,Myntra,533.49,1709307000,21,4,0
161,Amazon,968.04,1704173400,11,1,0
164,Flipkart,2535.35,1709641800,18,1,0
40,Amazon,1518.29,1709980200,16,5,1
167,Swiggy,890.02,1709969400,13,5,1
63,Flipkart,2829.02,1711621800,16,3,0
15,Amazon,5081.58,1705073400,21,4,0
3,Myntra,1235.05,1707478200,17,4,0
185,Flipkart,4210.3,1705829400,15,6,1
198,Amazon,8242.75,1706934600,10,5,1
68,Flipkart,3389.53,1704349800,12,3,0
43,Flipkart,3304.55,1710412200,16,3,0
173,Zomato,1099.13,1708144200,10,5,1
121,Flipkart,575.42,1705293000,10,0,0
10,Amazon,7455.29,1708065000,12,4,0
185,Myntra,3422.26,1710163800,19,0,0
129,Amazon,4290.81,1707546600,12,5,1
18,Amazon,6655.81,1711549800,20,2,0
23,Myntra,1814.75,1709213400,19,3,0
63,Flipkart,1979.73,1710142200,13,0,0
199,Zomato,818.24,1709188200,12,3,0
7,Flipkart,4904.94,1706272200,18,4,0
3,Myntra,3684.06,1706607000,15,1,0
136,Myntra,4302.09,1707676200,0,0,0
37,Zomato,856.23,1706686200,13,2,0
96,Zomato,745.89,1707096600,7,0,0
35,Amazon,1207.21,1709137800,22,2,0
61,Amazon,4640.24,1711114200,19,4,0
180,Flipkart,4915.92,1707283800,11,2,0
150,Flipkart,941.14,1707636600,13,6,1
105,Amazon,5250.53,1705206600,10,6,1
31,Zomato,291.67,1705397400,15,1,0
179,Myntra,4238.01,1705030200,9,4,0
92,Swiggy,394.8,1710718200,5,0,0
45,Myntra,1617.25,1708417800,14,1,0
27,Swiggy,490.16,1704382200,21,3,0
57,Amazon,6350.29,1705545000,8,3,0
151,Flipkart,4231.19,1705465800,10,2,0
51,Amazon,10364.17,1706974200,21,5,1
11,Amazon,9491.22,1711182600,14,5,1
186,Zomato,435.46,1709163000,5,3,0
71,Flipkart,2665.56,1708417800,14,1,0
158,Amazon,5192.61,1707118200,13,0,0
99,Flipkart,5310.6,1706787000,17,3,0
64,Myntra,4069.92,1705563000,13,3,0
123,Flipkart,352.86,1711042200,23,3,0
83,Flipkart,4621.64,1710077400,19,6,1
72,Amazon,5068.05,1708320600,11,0,0
150,Flipkart,2354.07,1704720600,19,0,0
189,Amazon,5416.94,1706632200,22,1,0
100,Zomato,673.32,1704717000,18,0,0
189,Zomato,283.97,1708011000,21,3,0
91,Swiggy,828.56,1711783800,13,5,1
127,Flipkart,1475.93,1710322200,15,2,0
60,Myntra,1015.57,1710052200,12,6,1
34,Flipkart,333.07,1710736200,10,0,0
83,Zomato,766.67,1707827400,18,1,0
94,Flipkart,5542.94,1704659400,2,0,0
26,Zomato,351.04,1704868200,12,2,0
125,Amazon,1765.3,1707802200,11,1,0
158,Swiggy,635.24,1711265400,13,6,1
33,Flipkart,1272.81,1707971400,10,3,0
101,Zomato,933.07,1706013000,18,1,0
145,Myntra,4671.38,1710282600,4,2,0
61,Amazon,7897.2,1705246200,21,6,1
164,Amazon,7206.56,1707928200,22,2,0
18,Amazon,2413.12,1707723000,13,0,0
43,Amazon,448.38,1707888600,11,2,0
26,Flipkart,3465.68,1708590600,14,3,0
9,Swiggy,840.46,1709386200,19,5,1
88,Amazon,1339.58,1707251400,2,2,0
87,Amazon,1191.57,1705933800,20,0,0
111,Zomato,828.08,1710696600,23,6,1
49,Zomato,362.81,1711254600,10,6,1
68,Myntra,3778.03,1708601400,17,3,0
40,Amazon,786.14,1711344600,11,0,0
170,Myntra,2211.48,1704612600,13,6,1
21,Amazon,712.84,1711017000,16,3,0
126,Flipkart,2602.06,1709299800,19,4,0
48,Myntra,2148.84,1711344600,11,0,0
69,Flipkart,1836.89,1708990200,5,1,0
139,Myntra,3509.75,1710289800,6,2,0
100,Flipkart,3479.07,1708619400,22,3,0
122,Flipkart,5139.29,1709796600,13,3,0
129,Zomato,702.0,1707355800,7,3,0
194,Swiggy,571.98,1710426600,20,3,0
50,Zomato,861.76,1709004600,9,1,0
38,Amazon,5651.1,1705447800,5,2,0
18,Zomato,1173.8,1710657000,12,6,1
4,Flipkart,2149.85,1705044600,13,4,0
107,Swiggy,595.45,1711798200,17,5,1
145,Swiggy,937.9,1705721400,9,5,1
106,Zomato,1009.21,1705152600,19,5,1
37,Myntra,4184.98,1706949000,14,5,1
85,Myntra,587.76,1710930600,16,2,0
78,Myntra,4643.91,1711686600,10,4,0
26,Flipkart,4262.15,1707456600,11,4,0
107,Zomato,500.5,1706581800,8,1,0
105,Amazon,2050.22,1710757800,16,0,0
80,Zomato,963.52,1709472600,19,6,1
146,Myntra,2808.9,1709623800,13,1,0
13,Swiggy,292.6,1704339000,9,3,0
130,Amazon,6680.89,1708083000,17,4,0
46,Amazon,682.51,1708425000,16,1,0
67,Flipkart,1280.25,1709289000,16,4,0
55,Amazon,925.18,1711675800,7,4,0
105,Myntra,1568.65,1706527800,17,0,0
166,Myntra,4040.77,1709670600,2,2,0
79,Amazon,2399.08,1706005800,16,1,0
